gender_Female,gender_Male,marital_status_Divorced,marital_status_Married,marital_status_Separated,marital_status_Single,marital_status_Widowed,age_high,age_low,age_middle,age_very_high,age_very_low,hours_per_week_high,hours_per_week_low,hours_per_week_middle,hours_per_week_very_low,capital_gain_very_low,capital_loss_very_low,occupation_Other/Unknown,occupation_Professional,occupation_Blue-Collar,workclass_Government,education_School,workclass_Other/Unknown,workclass_Private,education_Bachelors,education_Doctorate,education_Masters,education_Assoc,occupation_Sales,occupation_Service,workclass_Self-Employed,occupation_White-Collar,education_Some-college,education_Prof-school,education_HS-grad,not_age_high,not_age_low,not_age_middle,not_age_very_high,not_age_very_low,not_hours_per_week_high,not_hours_per_week_low,not_hours_per_week_middle,not_hours_per_week_very_low,not_capital_gain_very_low,not_capital_loss_very_low,not_occupation_Other/Unknown,not_occupation_Professional,not_occupation_Blue-Collar,not_workclass_Government,not_education_School,not_workclass_Other/Unknown,not_workclass_Private,not_education_Bachelors,not_education_Doctorate,not_education_Masters,not_education_Assoc,not_occupation_Sales,not_occupation_Service,not_workclass_Self-Employed,not_occupation_White-Collar,not_education_Some-college,not_education_Prof-school,not_education_HS-grad,capital_loss_very_low__AND__capital_gain_very_low,education_HS-grad__AND__capital_loss_very_low,education_HS-grad__AND__capital_gain_very_low,education_HS-grad__AND__workclass_Private,education_HS-grad__AND__hours_per_week_middle,capital_loss_very_low__AND__occupation_Blue-Collar,occupation_Blue-Collar__AND__capital_gain_very_low,education_HS-grad__AND__occupation_Blue-Collar,workclass_Private__AND__occupation_Blue-Collar,hours_per_week_middle__AND__occupation_Blue-Collar,capital_loss_very_low__AND__hours_per_week_high,hours_per_week_high__AND__capital_gain_very_low,occupation_Blue-Collar__AND__hours_per_week_high,education_HS-grad__AND__hours_per_week_high,workclass_Private__AND__hours_per_week_high,occupation_White-Collar__AND__hours_per_week_high,age_low__AND__capital_loss_very_low,age_low__AND__capital_gain_very_low,age_low__AND__occupation_Blue-Collar,age_low__AND__education_HS-grad,age_low__AND__workclass_Private,age_low__AND__hours_per_week_middle,capital_loss_very_low__AND__workclass_Self-Employed,workclass_Self-Employed__AND__capital_gain_very_low,hours_per_week_high__AND__workclass_Self-Employed,capital_loss_very_low__AND__workclass_Private,workclass_Private__AND__capital_gain_very_low,hours_per_week_middle__AND__capital_loss_very_low,hours_per_week_middle__AND__capital_gain_very_low,hours_per_week_middle__AND__workclass_Private,capital_loss_very_low__AND__age_very_high,age_very_high__AND__capital_gain_very_low,workclass_Private__AND__age_very_high,hours_per_week_middle__AND__age_very_high,education_HS-grad__AND__age_very_high,age_very_high__AND__occupation_Blue-Collar,occupation_White-Collar__AND__age_very_high,occupation_Service__AND__capital_loss_very_low,occupation_Service__AND__capital_gain_very_low,occupation_Service__AND__workclass_Private,hours_per_week_middle__AND__occupation_Service,education_HS-grad__AND__occupation_Service,capital_loss_very_low__AND__education_School,capital_gain_very_low__AND__education_School,workclass_Private__AND__education_School,hours_per_week_middle__AND__education_School,occupation_Blue-Collar__AND__education_School,capital_loss_very_low__AND__education_Some-college,education_Some-college__AND__capital_gain_very_low,workclass_Private__AND__education_Some-college,hours_per_week_middle__AND__education_Some-college,occupation_Blue-Collar__AND__education_Some-college,occupation_White-Collar__AND__education_Some-college,age_high__AND__capital_loss_very_low,age_high__AND__capital_gain_very_low,age_high__AND__workclass_Private,age_high__AND__hours_per_week_middle,age_high__AND__hours_per_week_high,age_high__AND__occupation_White-Collar,age_high__AND__education_HS-grad,age_high__AND__occupation_Blue-Collar,occupation_Sales__AND__capital_loss_very_low,occupation_Sales__AND__capital_gain_very_low,occupation_Sales__AND__workclass_Private,capital_loss_very_low__AND__occupation_White-Collar,occupation_White-Collar__AND__capital_gain_very_low,workclass_Private__AND__occupation_White-Collar,hours_per_week_middle__AND__occupation_White-Collar,education_HS-grad__AND__occupation_White-Collar,education_Masters__AND__capital_loss_very_low,education_Masters__AND__capital_gain_very_low,capital_loss_very_low__AND__age_very_low,age_very_low__AND__capital_gain_very_low,age_very_low__AND__occupation_Blue-Collar,age_very_low__AND__education_Some-college,hours_per_week_middle__AND__age_very_low,workclass_Private__AND__age_very_low,education_HS-grad__AND__age_very_low,capital_loss_very_low__AND__hours_per_week_very_low,capital_gain_very_low__AND__hours_per_week_very_low,age_very_low__AND__hours_per_week_very_low,workclass_Private__AND__hours_per_week_very_low,education_Some-college__AND__hours_per_week_very_low,capital_loss_very_low__AND__age_middle,age_middle__AND__capital_gain_very_low,age_middle__AND__workclass_Private,hours_per_week_middle__AND__age_middle,age_middle__AND__occupation_Blue-Collar,education_HS-grad__AND__age_middle,age_middle__AND__hours_per_week_high,age_middle__AND__occupation_White-Collar,capital_loss_very_low__AND__workclass_Government,capital_gain_very_low__AND__workclass_Government,hours_per_week_middle__AND__workclass_Government,occupation_Professional__AND__capital_loss_very_low,occupation_Professional__AND__capital_gain_very_low,occupation_Professional__AND__workclass_Private,hours_per_week_middle__AND__occupation_Professional,education_Bachelors__AND__capital_loss_very_low,education_Bachelors__AND__capital_gain_very_low,education_Bachelors__AND__workclass_Private,hours_per_week_middle__AND__education_Bachelors,education_Bachelors__AND__occupation_White-Collar,capital_loss_very_low__AND__education_Assoc,education_Assoc__AND__capital_gain_very_low,workclass_Private__AND__education_Assoc,capital_loss_very_low__AND__hours_per_week_low,capital_gain_very_low__AND__hours_per_week_low,workclass_Other/Unknown__AND__capital_loss_very_low,workclass_Other/Unknown__AND__capital_gain_very_low,occupation_Other/Unknown__AND__capital_loss_very_low,occupation_Other/Unknown__AND__capital_gain_very_low,workclass_Other/Unknown__AND__occupation_Other/Unknown
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
